SurfingLeash S/N = A007
Start Latitude (degs N) = 56.453320
Start Longitude (degs E) = -5.436660
Date = 2026-06-01
Time (UTC), Latitude (degs N), Longitude (degs E), Temp (deg C) DS18B20
09:19:15, 56.455151, -5.190772, 13.125
09:19:20, 56.455212, -5.190585, 13.063
09:19:25, 56.455284, -5.190393, 13.063
09:19:30, 56.455341, -5.190198, 13.125
09:19:35, 56.455399, -5.190013, 13.063
09:19:40, 56.455456, -5.189816, 13.063
09:19:45, 56.455521, -5.189615, 13.063
09:19:50, 56.455570, -5.189432, 13.063
09:19:55, 56.455627, -5.189289, 13.063
09:20:00, 56.455666, -5.189165, 13.063
09:20:05, 56.455692, -5.189070, 13.063
09:20:10, 56.455719, -5.188988, 13.063
09:20:15, 56.455738, -5.188913, 13.063
09:20:20, 56.455757, -5.188850, 13.063
09:20:25, 56.455769, -5.188803, 13.063
09:20:30, 56.455776, -5.188785, 13.063
09:20:35, 56.455784, -5.188772, 13.063
09:20:40, 56.455784, -5.188753, 13.063
09:20:45, 56.455784, -5.188743, 13.125
09:20:50, 56.455784, -5.188733, 13.063
09:20:55, 56.455776, -5.188730, 13.063
09:21:00, 56.455776, -5.188728, 13.063
09:21:05, 56.455769, -5.188730, 13.063
09:21:10, 56.455769, -5.188736, 13.063
09:21:15, 56.455769, -5.188738, 13.063
09:21:20, 56.455769, -5.188740, 13.063
09:21:25, 56.455765, -5.188743, 13.063
09:21:30, 56.455765, -5.188748, 13.063
09:21:35, 56.455757, -5.188753, 13.063
09:21:40, 56.455750, -5.188758, 13.063
09:21:45, 56.455750, -5.188763, 13.063
09:21:50, 56.455746, -5.188770, 13.063
09:21:55, 56.455738, -5.188776, 13.063
09:22:00, 56.455730, -5.188783, 13.063
09:22:05, 56.455727, -5.188792, 13.063
09:22:10, 56.455692, -5.188803, 13.063
09:22:15, 56.455654, -5.188795, 13.063
09:22:20, 56.455624, -5.188760, 13.063
09:22:25, 56.455605, -5.188708, 13.063
09:22:30, 56.455608, -5.188656, 13.063
09:22:35, 56.455643, -5.188606, 13.063
09:22:40, 56.455673, -5.188541, 13.063
09:22:45, 56.455719, -5.188497, 13.063
09:22:50, 56.455765, -5.188425, 13.063
09:22:55, 56.455807, -5.188343, 13.063
09:23:00, 56.455860, -5.188258, 13.063
09:23:05, 56.455898, -5.188179, 13.063
09:23:10, 56.455929, -5.188098, 13.063
09:23:15, 56.455956, -5.188016, 13.063
09:23:20, 56.455975, -5.187945, 13.063
09:23:25, 56.456001, -5.187896, 13.063
09:23:30, 56.456013, -5.187856, 13.063
09:23:35, 56.456032, -5.187823, 13.063
09:23:40, 56.456051, -5.187797, 13.063
09:23:45, 56.456059, -5.187777, 13.063
09:23:50, 56.456070, -5.187760, 13.063
09:23:55, 56.456078, -5.187748, 13.063
09:24:00, 56.456081, -5.187742, 13.063
09:24:05, 56.456089, -5.187735, 13.063
09:24:10, 56.456097, -5.187728, 13.063
09:24:15, 56.456104, -5.187735, 13.063
09:24:20, 56.456104, -5.187742, 13.063
09:24:25, 56.456108, -5.187743, 13.063
09:24:30, 56.456108, -5.187745, 13.063
09:24:35, 56.456108, -5.187748, 13.063
09:24:40, 56.456108, -5.187750, 13.063
09:24:45, 56.456104, -5.187755, 13.063
09:24:50, 56.456104, -5.187760, 13.063
09:24:55, 56.456104, -5.187765, 13.063
09:25:00, 56.456104, -5.187773, 13.063
09:25:05, 56.456097, -5.187783, 13.063
09:25:10, 56.456097, -5.187793, 13.063
09:25:15, 56.456089, -5.187807, 13.125
09:25:20, 56.456089, -5.187820, 13.063
09:25:25, 56.456081, -5.187836, 13.063
09:25:30, 56.456070, -5.187851, 13.063
09:25:35, 56.456062, -5.187865, 13.063
09:25:40, 56.456062, -5.187881, 13.125
09:25:45, 56.456059, -5.187895, 13.063
09:25:50, 56.456051, -5.187913, 13.063
09:25:55, 56.456043, -5.187922, 13.063
09:26:00, 56.456032, -5.187936, 13.063
09:26:05, 56.456024, -5.187952, 13.063
09:26:10, 56.456020, -5.187962, 13.125
09:26:15, 56.456013, -5.187976, 13.125
09:26:20, 56.456005, -5.187992, 13.063
09:26:25, 56.456001, -5.188000, 13.063
09:26:30, 56.455986, -5.188010, 13.125
09:26:35, 56.455982, -5.188022, 13.125
09:26:40, 56.455975, -5.188035, 13.125
09:26:45, 56.455967, -5.188050, 13.125
09:26:50, 56.455956, -5.188066, 13.063
09:26:55, 56.455948, -5.188088, 13.125
09:27:00, 56.455948, -5.188103, 13.063
09:27:05, 56.455936, -5.188127, 13.063
09:27:10, 56.455929, -5.188148, 13.063
09:27:15, 56.455925, -5.188167, 13.125
09:27:21, 56.455917, -5.188185, 13.063
09:27:26, 56.455910, -5.188201, 13.063
09:27:31, 56.455902, -5.188215, 13.063
09:27:36, 56.455898, -5.188225, 13.125
09:27:41, 56.455891, -5.188236, 13.063
09:27:46, 56.455891, -5.188245, 13.063
09:27:51, 56.455883, -5.188258, 13.063
09:27:56, 56.455879, -5.188273, 13.063
09:28:01, 56.455872, -5.188286, 13.063
09:28:06, 56.455872, -5.188302, 13.063
09:28:11, 56.455864, -5.188312, 13.125
09:28:16, 56.455860, -5.188323, 13.063
09:28:21, 56.455853, -5.188336, 13.063
09:28:26, 56.455845, -5.188350, 13.063
09:28:31, 56.455841, -5.188366, 13.063
09:28:36, 56.455833, -5.188380, 13.125
09:28:41, 56.455826, -5.188393, 13.063
09:28:46, 56.455822, -5.188408, 13.063
09:28:51, 56.455822, -5.188420, 13.063
09:28:56, 56.455814, -5.188433, 13.063
09:29:01, 56.455807, -5.188445, 13.063
09:29:06, 56.455803, -5.188457, 13.063
09:29:11, 56.455788, -5.188472, 13.063
09:29:16, 56.455784, -5.188482, 13.125
09:29:21, 56.455776, -5.188495, 13.063
09:29:26, 56.455769, -5.188508, 13.063
09:29:31, 56.455765, -5.188523, 13.125
09:29:36, 56.455757, -5.188533, 13.063
09:29:41, 56.455750, -5.188541, 13.063
09:29:46, 56.455750, -5.188551, 13.063
09:29:51, 56.455746, -5.188561, 13.063
09:29:56, 56.455738, -5.188573, 13.125
09:30:01, 56.455730, -5.188583, 13.063
09:30:06, 56.455727, -5.188593, 13.063
09:30:11, 56.455711, -5.188608, 13.063
09:30:16, 56.455704, -5.188616, 13.063
09:30:21, 56.455700, -5.188626, 13.063
09:30:26, 56.455685, -5.188640, 13.063
09:30:31, 56.455673, -5.188660, 13.063
09:30:36, 56.455666, -5.188675, 13.063
09:30:41, 56.455662, -5.188686, 13.063
09:30:46, 56.455654, -5.188695, 13.063
09:30:51, 56.455643, -5.188708, 13.063
09:30:56, 56.455635, -5.188728, 13.063
09:31:01, 56.455627, -5.188743, 13.063
09:31:06, 56.455624, -5.188758, 13.063
09:31:11, 56.455616, -5.188778, 13.063
09:31:16, 56.455608, -5.188793, 13.063
09:31:21, 56.455605, -5.188803, 13.063
09:31:26, 56.455589, -5.188810, 13.063
09:31:31, 56.455589, -5.188820, 13.063
09:31:36, 56.455589, -5.188830, 13.063
09:31:41, 56.455585, -5.188842, 13.063
09:31:46, 56.455578, -5.188855, 13.063
09:31:51, 56.455570, -5.188867, 13.063
09:31:56, 56.455566, -5.188881, 13.063
09:32:01, 56.455559, -5.188899, 13.125
09:32:06, 56.455551, -5.188919, 13.063
09:32:11, 56.455547, -5.188938, 13.125
09:32:16, 56.455540, -5.188953, 13.063
09:32:21, 56.455540, -5.188966, 13.063
09:32:26, 56.455528, -5.188982, 13.063
09:32:31, 56.455521, -5.188993, 13.063
09:32:36, 56.455513, -5.189006, 13.063
09:32:41, 56.455513, -5.189018, 13.125
09:32:46, 56.455505, -5.189032, 13.063
09:32:51, 56.455505, -5.189046, 13.063
09:32:56, 56.455502, -5.189063, 13.063
09:33:01, 56.455494, -5.189073, 13.063
09:33:06, 56.455486, -5.189085, 13.125
09:33:11, 56.455486, -5.189096, 13.063
09:33:16, 56.455482, -5.189106, 13.063
09:33:21, 56.455482, -5.189116, 13.063
09:33:26, 56.455467, -5.189126, 13.063
09:33:31, 56.455463, -5.189138, 13.063
09:33:36, 56.455456, -5.189152, 13.063
09:33:41, 56.455456, -5.189163, 13.063
09:33:46, 56.455448, -5.189175, 13.063
09:33:51, 56.455444, -5.189187, 13.063
09:33:56, 56.455444, -5.189198, 13.063
09:34:01, 56.455429, -5.189210, 13.063
09:34:06, 56.455425, -5.189221, 13.125
09:34:11, 56.455418, -5.189235, 13.063
09:34:16, 56.455410, -5.189245, 13.063
09:34:21, 56.455406, -5.189256, 13.125
09:34:26, 56.455399, -5.189266, 13.125
09:34:31, 56.455391, -5.189279, 13.125
09:34:36, 56.455391, -5.189286, 13.063
09:34:41, 56.455387, -5.189295, 13.063
09:34:46, 56.455379, -5.189306, 13.063
09:34:51, 56.455379, -5.189315, 13.063
09:34:56, 56.455372, -5.189330, 13.063
09:35:01, 56.455372, -5.189343, 13.063
09:35:06, 56.455368, -5.189352, 13.125
09:35:11, 56.455368, -5.189366, 13.063
09:35:16, 56.455360, -5.189376, 13.125
09:35:21, 56.455349, -5.189385, 13.063
09:35:26, 56.455341, -5.189392, 13.063
09:35:31, 56.455334, -5.189406, 13.063
09:35:36, 56.455334, -5.189423, 13.125
09:35:41, 56.455334, -5.189445, 13.125
09:35:46, 56.455330, -5.189460, 13.125
09:35:51, 56.455322, -5.189475, 13.125
09:35:56, 56.455315, -5.189490, 13.125
09:36:01, 56.455307, -5.189500, 13.125
09:36:06, 56.455303, -5.189517, 13.125
09:36:11, 56.455296, -5.189533, 13.125
09:36:16, 56.455296, -5.189548, 13.063
09:36:21, 56.455288, -5.189565, 13.063
09:36:26, 56.455288, -5.189583, 13.063
09:36:31, 56.455284, -5.189599, 13.125
09:36:36, 56.455276, -5.189613, 13.125
09:36:41, 56.455269, -5.189635, 13.125
09:36:46, 56.455257, -5.189651, 13.063
09:36:51, 56.455250, -5.189662, 13.125
09:36:56, 56.455246, -5.189675, 13.125
09:37:01, 56.455238, -5.189690, 13.125
09:37:06, 56.455227, -5.189710, 13.063
09:37:11, 56.455219, -5.189732, 13.063
09:37:16, 56.455212, -5.189750, 13.063
09:37:21, 56.455208, -5.189768, 13.125
09:37:26, 56.455193, -5.189785, 13.125
09:37:31, 56.455189, -5.189808, 13.125
09:37:36, 56.455181, -5.189833, 13.063
09:37:41, 56.455173, -5.189853, 13.125
09:37:46, 56.455162, -5.189873, 13.063
09:37:51, 56.455154, -5.189895, 13.125
09:37:56, 56.455151, -5.189915, 13.125
09:38:01, 56.455135, -5.189943, 13.125
09:38:06, 56.455128, -5.189968, 13.063
09:38:11, 56.455116, -5.189995, 13.125
09:38:16, 56.455109, -5.190022, 13.125
09:38:21, 56.455097, -5.190052, 13.125
09:38:26, 56.455090, -5.190080, 13.125
09:38:31, 56.455086, -5.190110, 13.125
09:38:36, 56.455078, -5.190133, 13.125
09:38:41, 56.455067, -5.190158, 13.125
09:38:46, 56.455059, -5.190187, 13.125
09:38:51, 56.455051, -5.190215, 13.125
09:38:56, 56.455048, -5.190243, 13.125
09:39:01, 56.455040, -5.190271, 13.125
09:39:06, 56.455029, -5.190301, 13.188
09:39:11, 56.455029, -5.190330, 13.188
09:39:16, 56.455021, -5.190358, 13.188
09:39:21, 56.455013, -5.190386, 13.125
09:39:26, 56.455009, -5.190415, 13.188
09:39:31, 56.455009, -5.190446, 13.188
09:39:36, 56.455002, -5.190476, 13.188
09:39:41, 56.455002, -5.190505, 13.125
09:39:46, 56.454994, -5.190536, 13.188
09:39:51, 56.454990, -5.190563, 13.188
09:39:56, 56.454990, -5.190588, 13.188
09:40:01, 56.454983, -5.190613, 13.188
09:40:06, 56.454975, -5.190633, 13.188
09:40:11, 56.454971, -5.190655, 13.188
09:40:16, 56.454971, -5.190679, 13.188
09:40:21, 56.454964, -5.190705, 13.188
09:40:26, 56.454952, -5.190723, 13.188
09:40:31, 56.454952, -5.190743, 13.188
09:40:36, 56.454945, -5.190758, 13.188
09:40:41, 56.454937, -5.190775, 13.188
09:40:46, 56.454929, -5.190796, 13.188
09:40:51, 56.454918, -5.190818, 13.188
09:40:56, 56.454910, -5.190832, 13.188
09:41:01, 56.454906, -5.190846, 13.188
09:41:06, 56.454899, -5.190865, 13.188
09:41:11, 56.454891, -5.190883, 13.188
09:41:16, 56.454887, -5.190898, 13.188
09:41:21, 56.454880, -5.190918, 13.188
09:41:26, 56.454880, -5.190957, 13.188
09:41:31, 56.454906, -5.191031, 13.188
09:41:36, 56.454945, -5.191072, 13.125
09:41:41, 56.454983, -5.191086, 13.125
09:41:46, 56.455021, -5.191083, 13.125
09:41:51, 56.455048, -5.191075, 13.125
09:41:56, 56.455051, -5.191082, 13.125
09:42:01, 56.455051, -5.191092, 13.125
09:42:06, 56.455051, -5.191105, 13.125
09:42:11, 56.455051, -5.191116, 13.125
09:42:16, 56.455051, -5.191126, 13.188
09:42:21, 56.455051, -5.191138, 13.188
09:42:26, 56.455051, -5.191150, 13.188
09:42:31, 56.455048, -5.191162, 13.125
09:42:36, 56.455048, -5.191175, 13.188
09:42:41, 56.455040, -5.191190, 13.188
09:42:46, 56.455040, -5.191205, 13.188
09:42:51, 56.455032, -5.191218, 13.188
09:42:56, 56.455029, -5.191236, 13.188
09:43:01, 56.455029, -5.191250, 13.125
09:43:06, 56.455021, -5.191263, 13.125
09:43:11, 56.455013, -5.191280, 13.125
09:43:16, 56.455009, -5.191295, 13.125
09:43:21, 56.455002, -5.191312, 13.125
09:43:26, 56.455002, -5.191330, 13.125
09:43:31, 56.454990, -5.191351, 13.125
09:43:36, 56.454990, -5.191371, 13.188
09:43:41, 56.454983, -5.191393, 13.125
09:43:46, 56.454975, -5.191413, 13.125
09:43:51, 56.454964, -5.191433, 13.125
09:43:56, 56.454956, -5.191450, 13.188
09:44:01, 56.454952, -5.191468, 13.188
09:44:06, 56.454945, -5.191486, 13.188
09:44:11, 56.454937, -5.191502, 13.188
09:44:16, 56.454929, -5.191516, 13.188
09:44:21, 56.454918, -5.191533, 13.188
09:44:26, 56.454910, -5.191553, 13.188
09:44:31, 56.454906, -5.191575, 13.125
09:44:36, 56.454899, -5.191593, 13.188
09:44:41, 56.454891, -5.191610, 13.188
09:44:46, 56.454887, -5.191628, 13.125
09:44:51, 56.454880, -5.191647, 13.125
09:44:56, 56.454872, -5.191667, 13.125
09:45:01, 56.454872, -5.191687, 13.125
09:45:06, 56.454868, -5.191703, 13.125
09:45:11, 56.454861, -5.191723, 13.125
09:45:16, 56.454853, -5.191741, 13.125
09:45:21, 56.454849, -5.191759, 13.188
09:45:26, 56.454842, -5.191772, 13.125
09:45:31, 56.454834, -5.191783, 13.188
09:45:36, 56.454830, -5.191795, 13.188
09:45:41, 56.454823, -5.191806, 13.188
09:45:46, 56.454815, -5.191822, 13.188
09:45:51, 56.454811, -5.191835, 13.188
09:45:56, 56.454803, -5.191850, 13.125
09:46:01, 56.454796, -5.191865, 13.188
09:46:06, 56.454792, -5.191880, 13.125
09:46:11, 56.454784, -5.191896, 13.188
09:46:16, 56.454777, -5.191912, 13.125
09:46:21, 56.454765, -5.191926, 13.125
09:46:26, 56.454758, -5.191943, 13.188
09:46:31, 56.454754, -5.191955, 13.125
09:46:36, 56.454746, -5.191972, 13.125
09:46:41, 56.454739, -5.191982, 13.125
09:46:46, 56.454727, -5.191995, 13.188
09:46:51, 56.454720, -5.192010, 13.125
09:46:56, 56.454712, -5.192027, 13.125
09:47:01, 56.454708, -5.192046, 13.188
09:47:06, 56.454708, -5.192068, 13.125
09:47:11, 56.454700, -5.192091, 13.125
09:47:16, 56.454693, -5.192105, 13.188
09:47:21, 56.454689, -5.192126, 13.188
09:47:26, 56.454674, -5.192142, 13.125
09:47:31, 56.454670, -5.192153, 13.125
09:47:36, 56.454655, -5.192165, 13.125
09:47:41, 56.454651, -5.192176, 13.125
09:47:46, 56.454636, -5.192190, 13.125
09:47:51, 56.454617, -5.192195, 13.125
09:47:56, 56.454605, -5.192200, 13.125
09:48:01, 56.454594, -5.192212, 13.125
09:48:06, 56.454586, -5.192232, 13.125
09:48:11, 56.454586, -5.192258, 13.125
09:48:16, 56.454586, -5.192285, 13.125
09:48:21, 56.454578, -5.192308, 13.125
09:48:26, 56.454575, -5.192327, 13.125
09:48:31, 56.454567, -5.192345, 13.125
09:48:36, 56.454567, -5.192365, 13.125
09:48:41, 56.454552, -5.192383, 13.125
09:48:46, 56.454548, -5.192401, 13.125
09:48:51, 56.454548, -5.192416, 13.188
09:48:56, 56.454540, -5.192433, 13.125
09:49:01, 56.454533, -5.192451, 13.125
09:49:06, 56.454540, -5.192488, 13.125
09:49:11, 56.454552, -5.192545, 13.125
09:49:16, 56.454567, -5.192642, 13.125
09:49:21, 56.454586, -5.192739, 13.125
09:49:26, 56.454617, -5.192836, 13.125
09:49:31, 56.454655, -5.192916, 13.125
09:49:36, 56.454700, -5.193007, 13.125
09:49:41, 56.454765, -5.193091, 13.125
09:49:46, 56.454830, -5.193155, 13.125
09:49:51, 56.454899, -5.193202, 13.063
09:49:56, 56.454971, -5.193253, 13.125
09:50:01, 56.455048, -5.193288, 13.125
09:50:06, 56.455109, -5.193303, 13.125
09:50:11, 56.455181, -5.193312, 13.125
09:50:16, 56.455257, -5.193312, 13.125
09:50:21, 56.455334, -5.193305, 13.125
09:50:26, 56.455410, -5.193293, 13.125
09:50:31, 56.455463, -5.193282, 13.125
09:50:36, 56.455521, -5.193276, 13.063
09:50:41, 56.455578, -5.193268, 13.125
09:50:46, 56.455624, -5.193262, 13.125
09:50:51, 56.455662, -5.193246, 13.125
09:50:56, 56.455704, -5.193233, 13.125
09:51:01, 56.455750, -5.193216, 13.063
09:51:06, 56.455795, -5.193200, 13.125
09:51:11, 56.455841, -5.193186, 13.125
09:51:16, 56.455879, -5.193168, 13.125
09:51:21, 56.455917, -5.193153, 13.125
09:51:26, 56.455963, -5.193135, 13.063
09:51:31, 56.456001, -5.193116, 13.125
09:51:36, 56.456032, -5.193097, 13.125
09:51:41, 56.456059, -5.193085, 13.125
09:51:46, 56.456089, -5.193071, 13.125
09:51:51, 56.456108, -5.193060, 13.125
09:51:56, 56.456127, -5.193048, 13.125
09:52:01, 56.456142, -5.193035, 13.125
09:52:06, 56.456161, -5.193027, 13.125
09:52:11, 56.456173, -5.193023, 13.125
09:52:16, 56.456181, -5.193022, 13.125
09:52:21, 56.456184, -5.193020, 13.125
09:52:26, 56.456192, -5.193020, 13.125
09:52:31, 56.456203, -5.193022, 13.125
09:52:36, 56.456211, -5.193025, 13.125
09:52:41, 56.456211, -5.193032, 13.125
09:52:46, 56.456219, -5.193038, 13.125
09:52:51, 56.456223, -5.193045, 13.125
09:52:56, 56.456223, -5.193052, 13.125
09:53:01, 56.456223, -5.193058, 13.125
09:53:06, 56.456230, -5.193067, 13.125
09:53:11, 56.456223, -5.193071, 13.125
09:53:16, 56.456223, -5.193080, 13.125
09:53:21, 56.456223, -5.193089, 13.125
09:53:26, 56.456219, -5.193099, 13.188
09:53:31, 56.456219, -5.193106, 13.125
09:53:36, 56.456211, -5.193120, 13.125
09:53:41, 56.456211, -5.193131, 13.125
09:53:46, 56.456203, -5.193143, 13.125
09:53:51, 56.456203, -5.193156, 13.125
09:53:56, 56.456200, -5.193172, 13.188
09:54:01, 56.456192, -5.193185, 13.125
09:54:06, 56.456192, -5.193198, 13.125
09:54:11, 56.456184, -5.193212, 13.125
09:54:16, 56.456184, -5.193225, 13.125
09:54:21, 56.456181, -5.193235, 13.125
09:54:26, 56.456173, -5.193246, 13.125
09:54:31, 56.456165, -5.193258, 13.188
09:54:36, 56.456161, -5.193272, 13.188
09:54:41, 56.456154, -5.193285, 13.188
09:54:46, 56.456146, -5.193296, 13.188
09:54:51, 56.456142, -5.193310, 13.125
09:54:56, 56.456142, -5.193325, 13.188
09:55:01, 56.456135, -5.193338, 13.125
09:55:06, 56.456127, -5.193352, 13.188
09:55:11, 56.456123, -5.193363, 13.125
09:55:17, 56.456108, -5.193375, 13.188
09:55:22, 56.456108, -5.193390, 13.188
09:55:27, 56.456116, -5.193421, 13.188
09:55:32, 56.456135, -5.193466, 13.125
09:55:37, 56.456181, -5.193523, 13.125
09:55:42, 56.456238, -5.193545, 13.125
09:55:47, 56.456303, -5.193479, 13.125
09:55:52, 56.456345, -5.193355, 13.125
09:55:57, 56.456383, -5.193198, 13.125
09:56:02, 56.456429, -5.193028, 13.125
09:56:07, 56.456493, -5.192860, 13.125
09:56:12, 56.456562, -5.192702, 13.125
09:56:17, 56.456638, -5.192543, 13.125
09:56:22, 56.456711, -5.192377, 13.125
09:56:27, 56.456776, -5.192212, 13.188
09:56:32, 56.456837, -5.192033, 13.188
09:56:37, 56.456898, -5.191852, 13.125
09:56:42, 56.456966, -5.191671, 13.125
09:56:47, 56.457043, -5.191480, 13.125
09:56:52, 56.457100, -5.191300, 13.125
09:56:57, 56.457157, -5.191125, 13.125
09:57:02, 56.457214, -5.190947, 13.125
09:57:07, 56.457279, -5.190756, 13.125
09:57:12, 56.457336, -5.190570, 13.125
09:57:17, 56.457401, -5.190392, 13.125
09:57:22, 56.457466, -5.190210, 13.125
09:57:27, 56.457531, -5.190022, 13.125
09:57:32, 56.457588, -5.189832, 13.125
09:57:37, 56.457638, -5.189656, 13.125
09:57:42, 56.457695, -5.189478, 13.125
09:57:47, 56.457760, -5.189285, 13.125
09:57:52, 56.457809, -5.189093, 13.063
09:57:57, 56.457870, -5.188901, 13.125
09:58:02, 56.457928, -5.188730, 13.063
09:58:07, 56.457989, -5.188553, 13.063
09:58:12, 56.458061, -5.188370, 13.125
09:58:17, 56.458126, -5.188191, 13.063
09:58:22, 56.458195, -5.188010, 13.125
09:58:27, 56.458260, -5.187839, 13.125
09:58:32, 56.458324, -5.187656, 13.125
09:58:37, 56.458385, -5.187473, 13.125
09:58:42, 56.458447, -5.187295, 13.063
09:58:47, 56.458508, -5.187128, 13.125
09:58:52, 56.458565, -5.186940, 13.125
09:58:57, 56.458611, -5.186755, 13.125
09:59:02, 56.458664, -5.186576, 13.125
09:59:07, 56.458721, -5.186392, 13.063
09:59:12, 56.458778, -5.186206, 13.125
09:59:17, 56.458828, -5.186027, 13.063
09:59:22, 56.458885, -5.185840, 13.063
09:59:27, 56.458939, -5.185653, 13.063
09:59:32, 56.458988, -5.185458, 13.125
09:59:37, 56.459042, -5.185265, 13.125
09:59:42, 56.459099, -5.185071, 13.063
09:59:47, 56.459156, -5.184880, 13.063
09:59:52, 56.459213, -5.184691, 13.125
09:59:57, 56.459270, -5.184512, 13.063
10:00:02, 56.459335, -5.184339, 13.063
10:00:07, 56.459404, -5.184163, 13.063
10:00:12, 56.459480, -5.183991, 13.125
10:00:17, 56.459553, -5.183830, 13.063
10:00:22, 56.459621, -5.183665, 13.063
10:00:27, 56.459698, -5.183502, 13.063
10:00:32, 56.459778, -5.183336, 13.063
10:00:37, 56.459846, -5.183178, 13.063
10:00:42, 56.459923, -5.183016, 13.063
10:00:47, 56.459995, -5.182857, 13.063
10:00:52, 56.460064, -5.182690, 13.063
10:00:57, 56.460133, -5.182519, 13.063
10:01:02, 56.460213, -5.182356, 13.063
10:01:07, 56.460293, -5.182191, 13.063
10:01:12, 56.460365, -5.182028, 13.125
10:01:17, 56.460442, -5.181868, 13.125
10:01:22, 56.460510, -5.181713, 13.125
10:01:27, 56.460590, -5.181565, 13.125
10:01:32, 56.460667, -5.181422, 13.125
10:01:37, 56.460751, -5.181282, 13.125
10:01:42, 56.460838, -5.181131, 13.125
10:01:47, 56.460930, -5.180993, 13.125
10:01:52, 56.461018, -5.180858, 13.125
10:01:57, 56.461102, -5.180727, 13.125
10:02:02, 56.461185, -5.180583, 13.125
10:02:07, 56.461266, -5.180445, 13.125
10:02:12, 56.461357, -5.180305, 13.125
10:02:17, 56.461445, -5.180158, 13.125
10:02:22, 56.461529, -5.180018, 13.125
10:02:27, 56.461613, -5.179875, 13.125
10:02:32, 56.461704, -5.179735, 13.125
10:02:37, 56.461781, -5.179600, 13.125
10:02:42, 56.461861, -5.179455, 13.188
10:02:47, 56.461945, -5.179313, 13.188
10:02:52, 56.462021, -5.179170, 13.125
10:02:57, 56.462112, -5.179033, 13.125
10:03:02, 56.462196, -5.178896, 13.188
10:03:07, 56.462284, -5.178751, 13.125
10:03:12, 56.462368, -5.178596, 13.125
10:03:17, 56.462452, -5.178453, 13.125
10:03:22, 56.462536, -5.178318, 13.188
10:03:27, 56.462624, -5.178176, 13.188
10:03:32, 56.462715, -5.178036, 13.125
10:03:37, 56.462803, -5.177893, 13.125
10:03:42, 56.462887, -5.177743, 13.125
10:03:47, 56.462971, -5.177598, 13.125
10:03:52, 56.463055, -5.177453, 13.125
10:03:57, 56.463135, -5.177310, 13.125
10:04:02, 56.463211, -5.177163, 13.188
10:04:07, 56.463291, -5.177008, 13.188
10:04:12, 56.463367, -5.176867, 13.188
10:04:17, 56.463436, -5.176718, 13.188
10:04:22, 56.463528, -5.176565, 13.188
10:04:27, 56.463623, -5.176420, 13.125
10:04:32, 56.463711, -5.176278, 13.188
10:04:37, 56.463802, -5.176136, 13.188
10:04:42, 56.463890, -5.175996, 13.188
10:04:47, 56.463982, -5.175858, 13.188
10:04:52, 56.464066, -5.175718, 13.188
10:04:57, 56.464153, -5.175585, 13.188
10:05:02, 56.464249, -5.175445, 13.188
10:05:07, 56.464333, -5.175305, 13.188
10:05:12, 56.464397, -5.175155, 13.188
10:05:17, 56.464455, -5.175006, 13.188
10:05:22, 56.464523, -5.174856, 13.250
10:05:27, 56.464603, -5.174702, 13.250
10:05:32, 56.464672, -5.174543, 13.250
10:05:37, 56.464748, -5.174391, 13.188
10:05:42, 56.464825, -5.174243, 13.250
10:05:47, 56.464920, -5.174093, 13.250
10:05:52, 56.465031, -5.173950, 13.188
10:05:57, 56.465126, -5.173803, 13.188
10:06:02, 56.465210, -5.173663, 13.188
10:06:07, 56.465294, -5.173513, 13.188
10:06:12, 56.465378, -5.173365, 13.250
10:06:17, 56.465454, -5.173215, 13.188
10:06:22, 56.465534, -5.173071, 13.250
10:06:27, 56.465614, -5.172925, 13.250
10:06:32, 56.465702, -5.172773, 13.250
10:06:37, 56.465794, -5.172623, 13.250
10:06:42, 56.465881, -5.172468, 13.250
10:06:47, 56.465977, -5.172319, 13.250
10:06:52, 56.466061, -5.172165, 13.250
10:06:57, 56.466129, -5.172009, 13.250
10:07:02, 56.466213, -5.171863, 13.250
10:07:07, 56.466297, -5.171708, 13.250
10:07:12, 56.466381, -5.171560, 13.250
10:07:17, 56.466465, -5.171416, 13.250
10:07:22, 56.466553, -5.171263, 13.313
10:07:27, 56.466644, -5.171111, 13.313
10:07:32, 56.466732, -5.170959, 13.313
10:07:37, 56.466816, -5.170813, 13.313
10:07:42, 56.466908, -5.170661, 13.313
10:07:47, 56.466995, -5.170520, 13.313
10:07:52, 56.467064, -5.170370, 13.313
10:07:57, 56.467144, -5.170207, 13.313
10:08:02, 56.467224, -5.170055, 13.313
10:08:07, 56.467304, -5.169915, 13.313
10:08:12, 56.467381, -5.169780, 13.313
10:08:17, 56.467449, -5.169645, 13.313
10:08:22, 56.467525, -5.169515, 13.313
10:08:27, 56.467598, -5.169386, 13.313
10:08:32, 56.467674, -5.169258, 13.313
10:08:37, 56.467743, -5.169129, 13.313
10:08:42, 56.467815, -5.169003, 13.313
10:08:47, 56.467884, -5.168875, 13.313
10:08:52, 56.467937, -5.168775, 13.313
10:08:57, 56.467976, -5.168683, 13.313
10:09:02, 56.468014, -5.168593, 13.313
10:09:07, 56.468044, -5.168517, 13.313
10:09:12, 56.468082, -5.168437, 13.313
10:09:17, 56.468117, -5.168366, 13.313
10:09:22, 56.468147, -5.168310, 13.313
10:09:27, 56.468178, -5.168253, 13.313
10:09:32, 56.468204, -5.168191, 13.313
